lat,lon,d,v,s,h
47.34419,-103.65592,0,2,0,1
48.63432,-101.22012,1,2,0,0
48.57751,-102.05803,1,2,0,0
46.7721,-103.4399,1,2,0,0
48.62064,-101.74216,1,2,0,0
48.9934,-102.03501,1,2,0,0
48.5292,-101.02486,1,2,0,0
48.69643,-102.42206,1,2,0,0
48.70072,-101.75236,1,2,0,0
47.28974,-103.44079,1,2,0,0
47.8681,-103.5336,1,2,0,0
48.63115,-101.51403,1,2,0,0
48.65651,-101.51878,1,2,0,0
47.06687,-103.54075,0,2,0,1
48.86107,-102.28569,1,2,0,0
48.67101,-101.54679,1,2,0,0
48.2777,-102.98259,1,2,0,0
46.7703,-103.42933,1,2,0,0
47.3146,-103.81638,0,2,0,1
48.0609,-101.92989,1,2,0,0
47.4949,-103.73047,1,2,0,0
47.04864,-103.46292,1,2,0,0
48.20112,-102.19292,1,2,0,0
48.4199,-100.96495,1,2,0,0
47.36049,-103.57792,1,5,0,0
47.7133,-102.61642,1,2,0,0
48.01861,-102.77681,1,2,0,0
47.40161,-103.561,0,2,0,1
47.87446,-103.5362,1,2,0,0
46.77582,-103.46103,1,2,0,0
46.78736,-103.44518,1,2,0,0
47.52585,-103.09133,1,2,0,0
47.44359,-103.63587,0,2,0,1
47.84558,-102.89123,1,2,0,0
48.63113,-101.73603,1,5,0,0
46.77949,-103.41471,1,2,0,0
47.32993,-103.6634,1,5,0,0
47.86138,-103.53317,1,2,0,0
47.86141,-103.52549,1,5,0,0
48.65951,-102.91055,1,2,0,0
47.33854,-103.49692,0,2,0,1
47.20283,-102.98239,1,2,0,0
48.11884,-101.96332,1,2,0,0
47.38922,-103.53478,1,5,0,0
48.70785,-102.93154,1,2,0,0
48.98178,-101.67904,1,2,0,0
48.94006,-102.7777,1,2,0,0
48.95657,-101.70799,1,2,0,0
48.79698,-100.8708,1,2,0,0
48.05558,-103.74166,1,2,0,0
48.08701,-102.94281,1,2,0,0
47.61177,-101.83031,1,2,0,0
47.84692,-104.03543,1,2,0,0
47.48503,-103.94102,0,2,0,1
48.69991,-101.75783,1,2,0,0
48.70243,-102.9335,1,2,0,0
48.11518,-102.13584,1,2,0,0
48.77617,-101.67971,1,2,0,0
48.17675,-101.52583,1,2,0,0
46.76123,-103.43992,1,2,0,0
48.53977,-101.17191,1,5,0,0
48.91725,-100.86534,1,2,0,0
48.58812,-101.39933,1,2,0,0
47.86959,-104.03605,1,2,0,0
48.62748,-101.73941,1,2,0,0
47.42564,-103.51499,0,2,0,1
48.63515,-101.86789,1,2,0,0
46.8486,-103.30299,0,2,0,1
46.89875,-102.8293,1,2,0,0
46.78506,-103.41512,1,2,0,0
48.08982,-101.87145,1,2,0,0
47.18498,-103.10474,1,2,0,0
47.72641,-102.0782,1,2,0,0
47.39917,-103.72188,1,2,0,0
46.85224,-103.36595,0,2,0,1
46.78592,-103.46013,1,2,0,0
48.65212,-101.62201,1,2,0,0
48.09015,-101.8547,1,5,0,0
48.01319,-103.99714,1,2,0,0
47.38279,-103.66985,0,2,0,1
47.45426,-103.61459,0,2,0,1
47.10368,-103.17687,0,2,0,1
47.06454,-103.53749,0,2,0,1
48.22428,-102.94246,1,2,0,0
46.76831,-103.46509,1,2,0,0
46.76478,-103.42947,1,5,0,0
47.39018,-103.46648,0,2,0,1
48.59226,-101.82475,1,2,0,0
47.47109,-103.64332,0,2,0,1
47.26537,-103.75818,0,2,0,1
47.38551,-103.69793,1,5,0,0
46.91032,-102.50969,1,2,0,0
48.46241,-103.55019,1,2,0,0
47.5252,-102.1713,1,2,0,0
47.38536,-103.61294,0,2,0,1
48.11554,-101.95726,1,2,0,0
48.23285,-102.97351,1,2,0,0
48.71493,-102.92084,1,2,0,0
47.01644,-102.67018,1,2,0,0
47.47166,-103.65833,0,2,0,1
48.71111,-103.02921,1,2,0,0
47.04062,-103.47183,1,2,0,0
48.73983,-101.62514,1,2,0,0
46.85188,-103.57529,1,2,0,0
47.40059,-103.62017,1,5,0,0
47.41103,-103.64782,0,2,0,1
47.38858,-103.68968,0,2,0,1
48.88503,-100.88631,1,2,0,0
48.84049,-101.13257,1,2,0,0
48.08295,-101.87042,1,5,0,0
48.08656,-101.86494,1,2,0,0
48.58533,-101.85652,1,2,0,0
48.64958,-102.84074,1,2,0,0
47.45716,-103.70795,1,5,0,0
48.38426,-101.13306,1,2,0,0
46.84406,-103.40369,1,5,0,0
46.84915,-103.39707,0,2,0,1
47.73365,-102.07807,1,2,0,0
47.21647,-103.09918,1,2,0,0
48.33163,-102.94995,1,2,0,0
48.12325,-101.94707,1,2,0,0
48.31712,-102.94969,1,2,0,0
48.57921,-101.39423,1,2,0,0
48.71789,-102.93218,1,2,0,0
47.31704,-103.63721,0,2,0,1
47.83808,-104.03788,1,2,0,0
46.84922,-103.40607,1,2,0,0
46.90086,-102.81842,1,2,0,0
46.89437,-102.83957,1,2,0,0
46.84514,-103.38758,1,2,0,0
47.71197,-102.07292,1,5,0,0
47.26128,-102.98505,1,2,0,0
47.43347,-103.66888,0,2,0,1
48.01836,-102.77653,1,2,0,0
48.66621,-102.90471,1,2,0,0
48.2853,-101.19591,1,2,0,0
48.52286,-102.07442,1,2,0,0
47.4718,-103.57963,0,2,0,1
47.4188,-103.84882,0,2,0,1
47.47214,-103.81301,0,2,0,1
48.08283,-101.42608,1,2,0,0
48.54369,-101.13883,1,2,0,0
48.72451,-100.95825,1,5,0,0
46.87436,-102.86535,1,2,0,0
47.51546,-103.87549,1,5,0,0
48.99347,-101.5769,1,2,0,0
48.98575,-101.47357,1,2,0,0
48.98575,-101.46316,1,2,0,0
48.99027,-101.45629,1,2,0,0
48.98943,-101.46747,1,2,0,0
47.50365,-103.42433,1,2,0,0
47.47601,-103.83043,0,2,0,1
47.42696,-103.99499,1,5,0,0
47.4611,-103.62451,0,2,0,1
47.72642,-102.06758,1,2,0,0
47.40065,-103.64809,0,2,0,1
48.2675,-101.75752,1,2,0,0
46.85865,-103.37377,0,2,0,1
46.82942,-103.31818,1,5,0,0
47.39817,-103.71396,0,2,0,1
47.49853,-103.65615,0,2,0,1
48.34333,-100.83563,1,2,0,0
46.9069,-103.1182,1,2,0,0
48.54337,-101.18308,0,2,0,1
46.96741,-103.36675,1,2,0,0
47.22212,-103.3968,1,2,0,0
46.90253,-102.83913,1,2,0,0
47.84651,-103.70866,1,2,0,0
46.84367,-103.32062,1,2,0,0
46.91103,-102.83875,1,5,0,0
46.90681,-102.82832,1,5,0,0
47.03669,-102.76303,1,2,0,0
47.85145,-104.03544,1,2,0,0
48.28845,-100.67755,1,2,0,0
48.68521,-100.71956,1,2,0,0
48.69275,-101.67783,1,2,0,0
48.70692,-100.73601,1,2,0,0
48.98953,-101.48395,1,2,0,0
46.74756,-103.39194,1,2,0,0
47.44707,-103.58406,0,2,0,1
47.36904,-103.68411,0,2,0,1
46.93561,-103.63296,1,2,0,0
46.84489,-103.47583,0,2,0,1
46.83684,-103.47257,1,5,0,0
47.07805,-103.43624,1,2,0,0
47.10628,-103.43046,1,2,0,0
48.67437,-100.86594,1,2,0,0
47.84578,-104.02068,1,2,0,0
48.91,-100.9088,1,2,0,0
48.77264,-103.02504,1,2,0,0
47.47739,-103.6433,1,5,0,0
48.7034,-102.02559,1,2,0,0
46.99606,-103.45284,0,2,0,1
47.4467,-103.52944,1,5,0,0
48.70113,-102.85825,1,2,0,0
47.51319,-103.64864,0,2,0,1
48.95338,-101.71345,1,2,0,0
48.61556,-99.90952,1,2,0,0
48.92408,-101.02503,1,2,0,0
47.60859,-103.53678,1,2,0,0
47.61191,-103.53164,1,2,0,0
47.7192,-102.07025,1,2,0,0
48.7219,-101.82748,1,2,0,0
46.89371,-102.8548,1,5,0,0
47.42638,-103.6662,0,2,0,1
46.88752,-102.84382,1,2,0,0
46.87794,-102.84911,1,5,0,0
46.81941,-103.41356,1,2,0,0
46.88873,-102.82935,1,2,0,0
47.40406,-103.72809,0,2,0,1
47.2524,-103.74043,0,2,0,1
47.97907,-101.91584,0,2,0,1
47.17125,-103.68322,1,2,0,0
48.90611,-100.64646,1,2,0,0
47.41505,-103.71181,0,2,0,1
47.37128,-103.6637,1,5,0,0
46.86323,-103.51645,1,2,0,0
48.15854,-101.51489,1,2,0,0
48.68582,-102.91226,1,2,0,0
48.51187,-102.07408,1,2,0,0
47.33352,-102.52176,1,2,0,0
47.06586,-103.50338,0,2,0,1
47.10945,-102.54354,1,2,0,0
47.38445,-103.44716,1,5,0,0
47.49821,-103.4054,1,2,0,0
47.49832,-103.40608,1,2,0,0
48.68868,-101.67239,1,2,0,0
47.45756,-103.65363,1,5,0,0
48.67799,-100.86723,1,2,0,0
46.8893,-102.90694,1,2,0,0
47.38178,-102.53971,1,2,0,0
48.22268,-102.95154,1,5,0,0
47.31152,-103.48199,1,5,0,0
46.97244,-102.90748,1,2,0,0
48.39823,-101.93214,1,2,0,0
48.81179,-101.8107,1,2,0,0
47.29827,-103.78943,0,2,0,1
48.75064,-102.44977,1,2,0,0
48.5892,-102.86745,1,2,0,0
48.91426,-100.94183,1,2,0,0
48.59571,-102.86661,1,2,0,0
46.82281,-103.34516,1,2,0,0
47.45706,-103.62744,1,2,0,0
48.88416,-101.55348,1,2,0,0
48.98578,-101.71226,1,2,0,0
47.3971,-103.88025,0,2,0,1
47.40756,-103.89639,0,2,0,1
46.88152,-103.29729,1,2,0,0
48.91772,-102.24419,1,2,0,0
48.64573,-101.44365,1,2,0,0
48.55554,-101.73606,1,2,0,0
48.69318,-101.66556,1,2,0,0
48.02784,-102.78982,1,2,0,0
48.97903,-101.67399,1,2,0,0
47.67639,-103.51503,1,2,0,0
48.44364,-102.45995,1,2,0,0
48.5452,-101.59484,1,5,0,0
48.54492,-101.595,0,2,0,1
48.53848,-101.59524,1,5,0,0
48.55205,-101.60256,1,5,0,0
48.54465,-101.60318,1,5,0,0
47.06868,-103.52215,0,2,0,1
47.44383,-103.86601,0,2,0,1
47.08648,-103.43219,1,2,0,0
47.0856,-103.40254,1,2,0,0
47.09887,-103.4217,1,2,0,0
48.66735,-101.80805,1,2,0,0
48.68216,-101.75836,1,2,0,0
48.73641,-101.72349,1,2,0,0
48.98258,-101.65865,1,2,0,0
48.67861,-101.74209,1,2,0,0
48.26877,-103.68869,1,2,0,0
48.15931,-102.95435,1,2,0,0
47.44116,-103.83756,1,5,0,0
48.60152,-102.87153,1,2,0,0
48.98942,-101.59274,1,2,0,0
47.31105,-103.52635,0,2,0,1
47.46187,-103.42537,1,2,0,0
47.50821,-103.43893,1,2,0,0
47.44766,-103.60107,0,2,0,1
48.28054,-103.8381,1,2,0,0
46.96558,-102.52507,1,2,0,0
46.90991,-102.69897,1,2,0,0
46.91805,-102.61462,1,2,0,0
48.93515,-101.41033,0,2,0,1
47.49899,-103.42473,1,2,0,0
47.85669,-104.02445,0,2,0,1
48.30741,-102.99021,1,2,0,0
48.92153,-101.39041,0,2,0,1
47.50816,-103.43903,1,2,0,0
48.92081,-100.87711,1,2,0,0
48.98968,-101.47276,1,2,0,0
47.19445,-102.60553,1,2,0,0
47.49883,-103.42521,1,2,0,0
47.49868,-103.4257,1,5,0,0
47.44473,-103.31831,0,2,0,1
48.42466,-101.57348,0,2,0,1
46.90992,-102.77647,1,2,0,0
46.82724,-102.79767,1,2,0,0
47.01759,-103.36278,1,2,0,0
48.73986,-103.10114,1,2,0,0
47.78651,-103.97459,1,5,0,0
48.93961,-103.06235,1,2,0,0
48.68226,-101.73597,1,2,0,0
48.91052,-102.55958,0,2,0,1
48.29631,-101.6117,1,2,0,0
48.09685,-101.4302,1,2,0,0
47.31636,-103.0924,1,2,0,0
48.32892,-104.01067,1,2,0,0
48.15893,-102.55627,1,2,0,0
48.92769,-101.39953,0,2,0,1
47.8531,-104.02068,1,2,0,0
47.84989,-104.02928,1,2,0,0
48.60642,-102.30256,1,2,0,0
48.93072,-101.41038,0,2,0,1
46.83769,-103.46659,0,2,0,1
47.49855,-103.44309,1,5,0,0
48.81946,-103.50512,1,2,0,0
48.92168,-101.39657,0,2,0,1
46.87417,-102.8914,1,2,0,0
48.78903,-100.89398,0,2,0,1
47.37723,-103.48374,0,2,0,1
48.91046,-102.41718,1,2,0,0
48.93957,-103.06245,0,2,0,1
48.96035,-101.74605,1,2,0,0
48.67796,-100.86106,1,2,0,0
48.58841,-102.857,1,2,0,0
48.7142,-100.73604,1,2,0,0
46.86622,-102.88097,1,2,0,0
48.91781,-102.58157,0,2,0,1
47.19218,-102.96662,1,2,0,0
48.92908,-101.40092,0,2,0,1
47.45757,-103.85092,0,2,0,1
48.98221,-101.57073,1,2,0,0
46.8685,-102.89695,1,2,0,0
48.01901,-101.90149,0,2,0,1
46.82713,-102.67746,1,2,0,0
48.23172,-102.33634,1,2,0,0
48.93564,-102.61455,0,2,0,1
48.92081,-101.38818,0,2,0,1
48.82399,-101.22387,0,2,0,1
46.6604,-103.23544,1,2,0,0
48.64913,-101.44572,1,2,0,0
48.17451,-103.90353,1,2,0,0
48.79754,-103.02171,1,2,0,0
48.58852,-102.87762,1,2,0,0
46.87958,-102.89688,1,2,0,0
46.84539,-102.87572,1,2,0,0
48.20218,-103.01266,1,2,0,0
48.675,-101.74212,1,2,0,0
48.68583,-101.73594,1,2,0,0
47.44474,-103.32183,0,2,0,1
46.83826,-102.8605,1,2,0,0
46.85991,-103.31766,1,2,0,0
48.93411,-100.66114,1,5,0,0
46.88772,-102.88248,1,2,0,0
46.84259,-102.86829,1,2,0,0
46.83335,-102.8276,1,2,0,0
46.85989,-102.88958,1,2,0,0
48.82058,-101.21038,0,2,0,1
46.85021,-103.53482,0,2,0,1
46.85404,-102.76594,1,2,0,0
46.84425,-102.91793,1,2,0,0
46.81492,-103.50002,1,2,0,0
46.89383,-102.88473,1,2,0,0
48.6312,-101.73355,1,5,0,0
46.88964,-103.39401,0,2,0,1
46.77557,-103.47036,1,2,0,0
46.82695,-103.44639,0,2,0,1
47.36034,-103.75255,0,2,0,1
47.85779,-104.01901,1,2,0,0
46.86962,-102.86921,1,2,0,0
48.93299,-100.64722,1,5,0,0
46.87777,-102.83906,1,2,0,0
46.87853,-103.30391,1,2,0,0
47.0831,-103.4171,1,2,0,0
47.0915,-103.42875,1,2,0,0
46.8464,-102.88849,1,2,0,0
46.83087,-102.82935,1,2,0,0
46.87937,-102.88895,1,2,0,0
46.85165,-102.77133,1,2,0,0
47.49214,-103.72807,1,2,0,0
46.85724,-102.84697,1,2,0,0
46.90032,-102.87566,1,2,0,0
46.89551,-102.86804,1,2,0,0
47.38792,-102.53928,1,2,0,0
46.84189,-102.84188,1,2,0,0
46.8712,-103.49184,1,2,0,0
47.49731,-103.72587,1,2,0,0
47.86453,-104.02067,1,5,0,0
48.17003,-101.56965,1,2,0,0
46.7998,-102.8064,1,2,0,0
48.9898,-101.71902,1,2,0,0
46.82765,-102.84401,1,2,0,0
46.8851,-102.87046,1,2,0,0
46.84944,-102.8536,1,2,0,0
46.88834,-102.70928,1,2,0,0
46.84521,-102.69853,1,5,0,0
46.85645,-102.7534,1,2,0,0
46.85931,-102.72357,1,5,0,0
48.64233,-101.44571,1,2,0,0
46.79086,-102.95303,1,5,0,0
46.85148,-102.82931,1,5,0,0
46.87227,-102.85912,1,2,0,0
46.95783,-103.04553,1,2,0,0
47.85398,-104.0034,1,2,0,0
47.8595,-103.99822,1,2,0,0
48.93026,-101.408,0,2,0,1
48.97148,-101.68497,1,2,0,0
47.91042,-103.82336,1,2,0,0
46.85714,-102.82931,1,2,0,0
46.80921,-102.91238,1,2,0,0
46.93121,-102.83521,1,2,0,0
46.8709,-102.77836,1,2,0,0
48.92693,-101.37782,0,2,0,1
48.92867,-101.38049,0,2,0,1
46.90742,-102.92776,1,2,0,0
46.80911,-102.82597,1,2,0,0
47.36351,-103.0907,1,2,0,0
48.2833,-101.70234,0,2,0,1
48.99799,-102.00838,1,2,0,0
46.76932,-103.4881,1,2,0,0
48.67087,-101.80141,1,2,0,0
47.5025,-103.41669,1,2,0,0
46.89966,-102.52334,1,2,0,0
46.80153,-102.78513,1,5,0,0
46.80904,-102.83557,1,5,0,0
48.92186,-101.40053,0,2,0,1
48.82242,-101.21333,0,2,0,1
48.93033,-101.41825,0,2,0,1
46.8708,-103.18689,1,2,0,0
48.79434,-103.03029,1,2,0,0
47.10756,-103.34721,1,2,0,0
48.81654,-103.01408,1,2,0,0
48.69341,-101.76445,1,2,0,0
48.78968,-100.7715,0,3,0,0
48.22423,-103.00489,1,5,0,0
48.2144,-103.01655,1,5,0,0
48.82403,-101.21322,0,2,0,1
46.84523,-102.82936,1,5,0,0
48.78347,-101.33055,0,2,0,1
48.93617,-103.64843,1,2,0,0
46.8392,-102.86033,1,2,0,0
48.20865,-103.01945,1,2,0,0
46.90698,-103.19367,1,2,0,0
48.8205,-101.20275,0,2,0,1
46.86567,-102.77843,1,2,0,0
46.83782,-102.84914,1,2,0,0
48.96599,-103.04641,0,2,0,1
48.83582,-102.64571,0,2,0,1
46.84889,-102.79459,1,2,0,0
48.81187,-101.20199,0,2,0,1
48.89915,-101.74572,1,2,0,0
48.28438,-101.70091,0,2,0,1
46.75829,-102.86578,1,2,0,0
47.10365,-103.08143,1,2,0,0
47.46231,-102.81583,1,2,0,0
48.89938,-101.75601,1,2,0,0
46.87975,-102.81767,1,2,0,0
48.89858,-101.87715,1,2,0,0
48.9576,-102.59802,1,2,0,0
48.01083,-102.72075,1,2,0,0
47.4546,-103.63288,1,2,0,0
48.77627,-101.31969,1,5,0,0
48.87802,-102.48355,1,2,0,0
48.90702,-103.33713,1,2,0,0
46.80545,-102.75008,1,2,0,0
48.80548,-102.37942,1,5,0,0
48.88867,-102.45574,1,5,0,0
46.76203,-103.08636,1,2,0,0
46.80089,-103.52864,1,2,0,0
46.71873,-103.10808,1,2,0,0
47.11237,-103.18888,1,5,0,0
47.05818,-103.13108,1,2,0,0
46.85094,-102.83619,1,2,0,0
46.74093,-103.09078,1,2,0,0
46.95347,-102.57263,1,2,0,0
47.10241,-103.42448,1,5,0,0
47.0825,-103.43809,1,5,0,0
47.10255,-103.40765,1,2,0,0
47.27858,-103.50804,1,5,0,0
47.27652,-103.50092,1,2,0,0
46.80071,-102.75156,1,5,0,0
46.80181,-102.74188,1,5,0,0
48.93526,-101.0733,1,2,0,0
48.15172,-101.84947,1,2,0,0
48.95577,-103.06789,0,2,0,1
47.03071,-103.15272,1,2,0,0
46.85737,-102.84557,1,2,0,0
48.95699,-101.69661,1,2,0,0
46.99697,-103.19228,1,2,0,0
47.44258,-103.6157,1,2,0,0
48.90679,-101.74628,1,2,0,0
46.87292,-102.7779,1,2,0,0
47.817,-102.17974,1,5,0,0
47.82779,-102.16696,1,2,0,0
46.87976,-102.81616,1,2,0,0
46.87269,-102.7783,1,2,0,0
47.10262,-103.39541,1,2,0,0
47.27749,-103.4854,1,2,0,0
47.79496,-102.16914,1,2,0,0
46.87971,-103.13335,1,2,0,0
46.88539,-103.14477,1,5,0,0
46.88057,-103.11243,1,5,0,0
46.88887,-103.12359,1,5,0,0
48.90259,-101.77809,1,2,0,0
46.8594,-103.45208,1,2,0,0
46.93931,-102.73437,1,2,0,0
46.83504,-102.84,1,2,0,0
46.7865,-102.98235,1,2,0,0
48.92076,-101.77248,1,2,0,0
46.84797,-103.3569,1,2,0,0
48.9672,-103.0551,0,2,0,1
47.10209,-102.3107,1,2,0,0
48.64536,-101.54638,1,2,0,0
48.77905,-101.31968,0,2,0,1
48.65689,-101.85067,1,2,0,0
46.87098,-102.80193,1,2,0,0
46.87114,-102.84926,1,2,0,0
46.873,-102.81921,1,5,0,0
46.88743,-103.06969,1,2,0,0
48.91752,-100.6074,1,2,0,0
48.66826,-101.514,1,2,0,0
48.81547,-100.7948,1,2,0,0
46.89955,-102.80924,1,2,0,0
46.90235,-102.99633,1,5,0,0
46.91431,-103.01209,1,5,0,0
46.90718,-103.00439,1,2,0,0
46.91469,-103.0367,1,5,0,0
46.90919,-103.04816,1,5,0,0
46.90318,-103.05636,1,5,0,0
46.89436,-103.03856,1,5,0,0
46.90243,-103.02286,1,5,0,0
48.70686,-100.69765,1,2,0,0
48.80497,-100.7163,1,2,0,0
48.83676,-100.84824,1,5,0,0
46.89991,-103.01574,1,5,0,0
46.99774,-102.42713,1,2,0,0
47.72934,-103.89191,1,5,0,0
48.76607,-103.02529,1,5,0,0
47.84356,-102.88471,1,2,0,0
48.79461,-103.0251,1,2,0,0
48.73323,-101.85401,1,2,0,0
46.87114,-102.84914,1,5,0,0
48.35764,-102.43255,1,2,0,0
47.43022,-103.34543,0,2,0,1
48.99818,-101.49399,0,2,0,1
46.76273,-102.86722,1,2,0,0
46.90283,-102.85829,1,2,0,0
47.48682,-103.67639,1,2,0,0
47.73401,-103.87973,1,2,0,0
48.84844,-101.7667,1,2,0,0
46.87873,-102.92882,1,2,0,0
48.96932,-101.68757,1,2,0,0
48.51194,-101.6665,1,5,0,0
47.01498,-102.83683,1,2,0,0
48.92114,-101.78409,1,2,0,0
46.89548,-103.121,1,2,0,0
48.51883,-101.66063,1,2,0,0
47.84651,-103.72469,0,2,0,1
47.33299,-103.08351,1,2,0,0
48.8448,-101.76184,1,5,0,0
47.51031,-103.43256,1,2,0,0
47.24476,-102.91862,1,2,0,0
48.87114,-102.58112,1,2,0,0
46.8683,-102.75031,1,2,0,0
48.25858,-102.98408,1,2,0,0
48.9219,-101.39984,0,2,0,1
47.65371,-104.01508,1,5,0,0
46.82764,-102.44667,1,2,0,0
46.88865,-102.74146,1,5,0,0
48.96771,-100.87157,1,2,0,0
46.99979,-102.66835,1,2,0,0
46.73583,-103.10986,1,2,0,0
47.63954,-104.01844,1,2,0,0
48.90649,-101.38389,1,5,0,0
48.82012,-101.20423,0,2,0,1
48.82163,-101.21333,0,2,0,1
48.93025,-101.40021,0,2,0,1
46.87049,-102.78214,1,5,0,0
47.91125,-101.0496,1,2,0,0
47.68679,-102.9081,1,2,0,0
48.81297,-101.20204,0,2,0,1
48.58985,-101.20163,0,2,0,1
48.70336,-100.74145,1,2,0,0
46.85543,-102.90933,1,5,0,0
46.85156,-102.90192,1,5,0,0
48.11325,-103.51581,0,2,0,1
47.23959,-102.9089,1,2,0,0
46.75657,-102.62583,1,2,0,0
46.6706,-102.6955,1,2,0,0
48.81407,-101.22459,0,2,0,1
46.83613,-102.64691,1,2,0,0
46.69884,-103.12278,1,2,0,0
48.74788,-102.00156,1,2,0,0
48.884,-101.1709,1,2,0,0
48.84888,-102.30293,0,2,0,1
48.92275,-100.04357,1,2,0,0
47.24698,-102.89843,1,2,0,0
48.69668,-101.87191,1,2,0,0
48.90582,-102.59066,1,2,0,0
46.8771,-102.75159,1,2,0,0
46.87711,-102.75138,1,5,0,0
48.65071,-101.43815,1,2,0,0
46.66235,-103.10799,1,2,0,0
48.95785,-102.3026,0,2,0,1
46.86516,-102.76586,1,5,0,0
46.88839,-102.7507,1,5,0,0
46.86806,-102.61307,1,2,0,0
47.68663,-102.90798,1,2,0,0
47.25751,-102.88245,1,5,0,0
47.24975,-102.91394,1,2,0,0
47.18538,-102.96546,1,2,0,0
48.68984,-101.819,1,2,0,0
48.69662,-101.76914,1,2,0,0
46.90005,-102.80925,1,2,0,0
46.75085,-102.70329,1,2,0,0
46.82326,-102.62759,1,2,0,0
46.97452,-102.64236,1,2,0,0
47.6793,-102.02451,1,2,0,0
47.10206,-103.17632,1,5,0,0
47.16018,-102.97764,1,2,0,0
47.12188,-102.57618,1,2,0,0
46.90868,-102.77822,1,5,0,0
46.88151,-102.72227,1,5,0,0
46.77785,-103.42622,1,2,0,0
46.77,-103.44712,1,2,0,0
48.31532,-103.53251,0,2,0,1
48.68984,-101.83405,1,2,0,0
48.65644,-101.84041,1,2,0,0
46.82184,-102.59748,1,5,0,0
46.85988,-102.79651,1,2,0,0
48.96107,-101.68633,1,2,0,0
46.92361,-102.76392,1,2,0,0
47.67958,-103.31778,1,2,0,0
47.41271,-103.77517,1,5,0,0
47.1242,-102.96681,0,2,0,1
47.21076,-102.97566,1,2,0,0
46.92361,-102.76312,1,5,0,0
46.85551,-103.30725,1,2,0,0
47.06089,-103.02887,0,2,0,1
48.82904,-101.24443,0,2,0,1
47.00418,-102.90291,1,2,0,0
46.85649,-103.50915,1,2,0,0
47.43336,-103.9881,0,2,0,1
47.09178,-102.40634,1,2,0,0
48.20364,-103.54833,0,2,0,1
48.11692,-103.53747,0,2,0,1
48.2908,-102.96894,1,2,0,0
47.29044,-102.12914,1,2,0,0
48.88171,-100.88189,1,2,0,0
48.66366,-101.82664,1,2,0,0
48.59229,-101.21264,0,2,0,1
48.92327,-100.80297,0,2,0,1
48.85685,-101.13611,0,2,0,1
48.67089,-101.81903,1,2,0,0
47.08727,-102.40169,1,5,0,0
48.82792,-101.23304,0,2,0,1
48.68981,-101.77193,1,2,0,0
46.66091,-102.70932,1,2,0,0
48.80807,-101.20274,0,2,0,1
46.66482,-102.69895,1,2,0,0
48.66731,-101.84577,1,2,0,0
47.41707,-103.33243,0,2,0,1
48.31525,-103.54978,0,2,0,1
48.80125,-100.85977,1,2,0,0
46.85726,-102.81353,1,2,0,0
46.92106,-102.93848,1,2,0,0
47.26435,-103.4967,0,2,0,1
47.27297,-103.47671,0,2,0,1
47.2357,-102.89868,1,2,0,0
47.75175,-103.88929,1,2,0,0
46.84475,-103.37617,1,2,0,0
48.81456,-101.22265,0,2,0,1
47.6048,-102.89415,1,2,0,0
47.58821,-102.89224,1,2,0,0
48.27827,-101.76868,1,2,0,0
48.02131,-101.906,1,2,0,0
48.01317,-101.9013,1,2,0,0
48.91695,-101.20922,1,2,0,0
48.6234,-101.18739,1,2,0,0
47.87845,-102.99133,0,2,0,1
48.31522,-103.564,0,2,0,1
47.2143,-103.07076,0,2,0,1
48.95016,-101.12757,1,2,0,0
48.81005,-104.043,1,2,0,0
46.82957,-103.38583,1,2,0,0
46.83493,-103.4063,0,2,0,1
46.82186,-103.38404,0,2,0,1
48.10585,-103.8597,1,2,0,0
48.516,-102.89876,0,2,0,1
48.16623,-103.43489,0,2,0,1
46.64991,-102.70326,1,5,0,0
46.65638,-102.70857,1,5,0,0
46.89632,-102.76719,1,5,0,0
46.89631,-102.76709,1,5,0,0
46.89631,-102.76699,1,5,0,0
47.81238,-102.04542,1,2,0,0
48.2426,-103.62301,0,2,0,1
48.10631,-102.94202,1,2,0,0
48.95585,-101.97089,1,2,0,0
48.86638,-102.26362,0,2,0,1
47.12413,-102.94585,0,2,0,1
47.51159,-103.10297,1,2,0,0
48.78328,-101.32261,0,2,0,1
48.68128,-100.70862,1,2,0,0
48.47846,-102.56527,1,2,0,0
46.80848,-103.39748,0,2,0,1
48.92429,-101.23697,1,2,0,0
48.9683,-101.68017,1,2,0,0
48.26849,-103.65132,1,5,0,0
48.27154,-103.66334,1,5,0,0
48.23934,-103.60657,1,5,0,0
48.31178,-103.51517,1,5,0,0
47.95756,-102.93201,0,2,0,1
46.88518,-103.07564,1,0,0,0
47.36472,-103.73235,1,5,0,0
48.3712,-101.88255,1,2,0,0
48.33613,-101.78123,1,2,0,0
48.55082,-99.85998,1,2,0,0
48.64926,-101.86232,1,2,0,0
48.92108,-101.23698,1,2,0,0
48.91705,-101.23698,1,2,0,0
48.9135,-101.23669,1,2,0,0
48.91364,-101.24048,1,2,0,0
48.91861,-101.23981,1,2,0,0
47.8791,-103.49259,0,2,0,1
48.85185,-102.21964,1,5,0,0
46.79318,-103.26999,1,2,0,0
46.77991,-103.17455,1,2,0,0
46.77662,-103.23388,1,2,0,0
48.97013,-101.98291,1,2,0,0
48.9793,-102.26441,1,5,0,0
48.76167,-102.33089,1,5,0,0
48.98609,-102.04602,1,5,0,0
46.96497,-103.25065,1,5,0,0
46.94929,-103.25049,0,3,0,0
